,hour,users,messages,date
32490,10:48,Eku,Me hacen recordar de dónde vengo,3-1-20
32491,10:48,Eku,😂,3-1-20
32492,10:54,Ivan,😂,3-1-20
32493,11:05,Pete,a q hora quedamos lindos?,3-1-20
32494,11:09,Jorge,Que se pronuncie la yale,3-1-20
32495,11:09,Jorge,También lugar,3-1-20
32496,11:09,Pete,Blokbaster,3-1-20
32497,11:11,Eku,Qué tipo de restricciones hay para Madrid hoy día con coche puchedumbre?,3-1-20
32498,11:12,Jose,No puedes aparcar en zona ser,3-1-20
32499,11:12,Jorge,No se puede aparcar en la zona ser,3-1-20
32500,11:12,Jorge,Solo en zona COPE y esradio,3-1-20
32501,11:13,Jose,Los violadores de las tres americanas en Murcia... Afganos,3-1-20
32502,11:13,Jose,A uno le concedieron el asilo político... Ayer,3-1-20
32503,11:13,Jorge,Iraníes eran no?,3-1-20
32504,11:13,Jorge,Welcome,3-1-20
32505,11:13,Jose,Vox está estos días recogiendo votos por todos lados,3-1-20
32506,11:14,Pete,really???,3-1-20
32507,11:14,Pete,jajajaja,3-1-20
32508,11:15,Pete,no te preocupes hay mazo niebla no veras nah,3-1-20
32509,11:15,Jose,Eso acabo de leer,3-1-20
32510,11:15,Ivan,Jodwr justo he leído en el periódico esa noticia hace 10 min,3-1-20
32511,11:15,Pete,aparca en la elipa,3-1-20
32512,11:15,Pete,q no hay ser,3-1-20
32513,11:15,Ivan,Afganistanís,3-1-20
32514,11:15,Eku,Qué mierda es eso de ser,3-1-20
32515,11:15,Ivan,Eran afganistanís no Pete?,3-1-20
32516,11:16,Eku,😂😂😂😂😂😂😂😂😂,3-1-20
32517,11:16,Eku,Me ha encantao,3-1-20
32518,11:16,Eku,Iranenses,3-1-20
32519,11:16,Eku,Turqueños,3-1-20
32520,11:16,Ivan,Jaja pero por qué. De que te ríes,3-1-20
32521,11:16,Eku,Iraquistas,3-1-20
32522,11:16,Jose,La zona dentro de la M30,3-1-20
32523,11:17,Eku,Sunitas,3-1-20
32524,11:17,Jose,Creo que son las siglas de Servicio de Estacionamiento Regulado,3-1-20
32525,11:17,Jose,Sino me lo he inventado,3-1-20
32526,11:17,Jorge,Así es,3-1-20
32527,11:18,Jorge,En el diario el país no pone la nacionalidad,3-1-20
32528,11:18,Jorge,De dónde dices que eran entonces José?,3-1-20
32529,11:18,Eku,Arabia saudeños,3-1-20
32530,11:18,Ivan,Yo creo que Pete lo sabe,3-1-20
32531,11:19,Jorge,Supongo que serían Chinenses o Japoníes,3-1-20
32532,11:19,Ivan,Siempre sabe todo de este tipo de noticias,3-1-20
32533,11:19,Jose,Yo he visto en laverdad que afganos,3-1-20
32534,11:19,Jorge,ME LA AGARRAS CON LA MANO,3-1-20
32535,11:19,Jorge,HA HA HA HA,3-1-20
32536,11:19,Ivan,HA HA HA,3-1-20
32537,11:19,Jose,Jejeje me hiciste gracia,3-1-20
32538,11:19,Ivan,HA HA HA,3-1-20
32539,11:19,Jorge,el cerdo de Iván la veía venir desde mordor,3-1-20
32540,11:19,Jose,<Multimedia omitido>,3-1-20
32541,11:19,Jorge,HA HA HA HA,3-1-20
32542,11:19,Jose,<Multimedia omitido>,3-1-20
32543,11:19,Ivan,Joder a costado Dios,3-1-20
32544,11:20,Ivan,BIEEEEENN,3-1-20
32545,11:20,Ivan,HA HA HA,3-1-20
32546,11:20,Jorge,La primera del año,3-1-20
32547,11:20,Ivan,CO-CO-CO-COMBOOO!!,3-1-20
32548,11:20,Jorge,<Multimedia omitido>,3-1-20
32549,11:21,Jorge,No en serio creo que eran Magrebitas,3-1-20
32550,11:21,Ivan,😂😂,3-1-20
32551,11:22,Eku,😂😂😂😂😂😂😂,3-1-20
32552,11:22,Eku,Joder qué bien Iván,3-1-20
32553,11:22,Eku,Creías que caería yo eh,3-1-20
32554,11:25,Pete,yo siempre caigo,3-1-20
32555,11:26,Pete,reconozco no estar preparado ante semejante humor tan infantil,3-1-20
32556,11:26,Eku,😂😂😂😂,3-1-20
32557,11:26,Eku,Eres un poco gipsy,3-1-20
32558,11:27,Ivan,Lo he intentado jaja,3-1-20
32559,11:28,Alvarito,30,3-1-20
32560,11:28,Pete,yo no llego,3-1-20
32561,11:28,Pete,2,3-1-20
32562,11:28,Pete,hoy curro tete,3-1-20
32563,11:34,Alvaro,Solo cope,3-1-20
32564,11:34,Alvaro,Y esRádio,3-1-20
32565,11:45,Jorge,Pero por dónde va a ser el jujaneo,3-1-20
32566,11:45,Pete,Latina?,3-1-20
32567,11:45,Pete,Podemos ir a Cava baja al mesón del champiñón y x ahi,3-1-20
32568,11:46,Pete,Y vamos jujaneando,3-1-20
32569,11:46,Alvarito,Mejor,3-1-20
32570,11:46,Alvarito,14 o 14;30,3-1-20
32571,11:47,Jorge,Pos yo voy directo niños,3-1-20
32572,11:47,Jorge,Que tengo la línea verde junto al hogar,3-1-20
32573,11:47,Jorge,15 en la latina?,3-1-20
32574,11:51,Pete,antes iof possible,3-1-20
32575,11:54,Alvarito,00 en blockbuster,3-1-20
32576,11:54,Jorge,Solo vamos los 3 creo,3-1-20
32577,11:54,Jorge,Ah y mi primo en teoría,3-1-20
32578,11:55,Pete,e ya?,3-1-20
32579,11:55,Pete,@34667834035 ?,3-1-20
32580,11:55,Pete,@34680290628 ?,3-1-20
32581,11:55,Alvarito,Papit,3-1-20
32582,11:55,Pete,@34617017133,3-1-20
32583,11:55,Jorge,<Multimedia omitido>,3-1-20
32584,11:56,Pete,jajajajajajajaja,3-1-20
32585,11:57,Pete,nuevo gif prohibido,3-1-20
32586,11:57,Antoñito,"Yo hoy no podre, creo.",3-1-20
32587,11:57,Pete,xq no quieres,3-1-20
32588,11:57,Antoñito,Vamos a esa hora no.,3-1-20
32589,11:57,Pete,a q hora pues,3-1-20
32590,11:57,Jorge,Vente luego a las copas de tarde,3-1-20
32591,11:57,Pete,vente para la mirienda,3-1-20
32592,12:01,Pete,<Multimedia omitido>,3-1-20
32593,12:08,Alvaro,Yo voy si,3-1-20
32594,12:08,Alvaro,Igual somos 4 mamaos solo,3-1-20
32595,12:08,Alvaro,Pero nos lo pasaremos bien,3-1-20
32596,12:08,Jorge,Ese plan promete ojo,3-1-20
32597,12:09,Alvaro,Ojo esto,3-1-20
32598,12:09,Pete,eso son las mejores cositas siempre,3-1-20
32599,12:10,Alvaro,<Multimedia omitido>,3-1-20
32600,12:10,Alvaro,Descubrimiento del 2020,3-1-20
32601,12:10,Alvaro,Karaoke gratis con miles de videoclips y letras,3-1-20
32602,12:12,Alvaro,Me lo llevo al papisflat,3-1-20
32603,12:14,Pete,que suerte @34677159429,3-1-20
32604,12:19,Alvarito,Jajajjajajaj,3-1-20
32605,12:19,Alvarito,Ooole,3-1-20
32606,12:22,Jorge,<Multimedia omitido>,3-1-20
32607,12:24,Pete,autentica pobreza energetica,3-1-20
32608,12:41,Ivan,🤣😂🤣😂🤣😂🤣🤣🤣🤣🤣😂🤣😂🤣,3-1-20
32609,12:43,Ivan,No contéis con mi espada hoy germans. Igual luego de tarde me paso por donde estéis pero no creo,3-1-20
32610,12:43,Pete,beta,3-1-20
32611,12:46,Ivan,Mazo,3-1-20
32612,13:35,Ivan,<Multimedia omitido>,3-1-20
32613,13:36,Alvarito,Madre mia chico,3-1-20
32614,13:36,Alvarito,Que haces tu con eso,3-1-20
32615,13:36,Ivan,Mi contacto Iphonístico me ha regalado esto,3-1-20
32616,13:36,Ivan,Es un Ipad no?,3-1-20
32617,13:36,Alvarito,Ni idea,3-1-20
32618,13:36,Ivan,Qué se hace con esto,3-1-20
32619,13:36,Alvarito,I idea,3-1-20
32620,13:36,Alvarito,Pero seguro que jugar al metal slug no,3-1-20
32621,13:36,Ivan,Es que me lo ha dao de pasada que estaba atendiendo y no le he preguntado,3-1-20
32622,13:39,Pete,Cacho móvil Iván tira el tuyo,3-1-20
32623,13:39,Pete,Pero en serio va a tu tienda y te lo da?,3-1-20
32624,13:41,Alvaro,🤨,3-1-20
32625,13:41,Alvaro,Vendelo,3-1-20
32626,13:49,Alvaro,Como van los mamahuevos,3-1-20
32627,13:50,Alvarito,Chidos,3-1-20
32628,13:50,Ivan,Este no es un cliente,3-1-20
32629,13:50,Eku,Tienes que comer de la lata tío,3-1-20
32630,13:51,Eku,Si vas a ser pobre haz las cosas bien,3-1-20
32631,13:52,Jorge,No te falta razon,3-1-20
32632,13:53,Ivan,"Pero no es karaoke completo. Se oye al cantante también. O me lo parece a mí. A parte de oírsete a ti, claro",3-1-20
32633,13:54,Jorge,Y está sin atemperar,3-1-20
32634,13:54,Ivan,COJONUDO,3-1-20
32635,13:55,Ivan,El señog va a deseag una lata de caballa o una lata de caballa?,3-1-20
32638,13:55,Ivan,Muy importante,3-1-20
32639,14:09,Alvarito,<Multimedia omitido>,3-1-20
32640,14:10,Alvarito,Tomad partiros la polla,3-1-20
32641,14:10,Alvarito,Con los ronquidos y bufidos q pega,3-1-20
32642,14:10,Alvarito,Parece un cerdito ajjj,3-1-20
32643,14:17,Pete,Dioossss,3-1-20
32644,14:18,Pete,Joder que chapa,3-1-20
32645,14:19,Alvaro,Jajajaja,3-1-20
32646,14:19,Alvaro,<Multimedia omitido>,3-1-20
32647,14:31,Alvaro,Estamos yendo,3-1-20
32648,14:31,Alvaro,En un tapsis,3-1-20
32649,14:33,Alvarito,Y la envidia,3-1-20
32650,14:33,Alvarito,Yo llego en nse cuanto tarda este invento,3-1-20
32651,14:54,Fonseca,Que son esos ruidos que hace?,3-1-20
32652,15:25,Pete,<Multimedia omitido>,3-1-20
32653,16:59,Alvaro,Este mensaje fue eliminado,3-1-20
32654,17:00,Ivan,<Multimedia omitido>,3-1-20
32655,17:02,Ivan,//youtu.be/geesZDY9tZw,3-1-20
32656,17:04,Jorge,<Multimedia omitido>,3-1-20
32657,19:36,Pete,Gozenselo,3-1-20
32658,19:40,Pete,<Multimedia omitido>,3-1-20
32659,19:47,Alvaro,<Multimedia omitido>,3-1-20
32660,19:53,Ivan,BRUTAL,3-1-20
32661,19:55,Eku,"Picolo y las palmas, asignatura pendiente",3-1-20
32662,20:01,Alvarito,Pues han quedao bien,3-1-20
32663,20:01,Alvarito,La benemetrica alli presente no dijo nada,3-1-20
32664,20:04,Alvaro,👍💪,3-1-20
32665,20:05,Alvaro,<Multimedia omitido>,3-1-20
32666,20:26,Jorge,<Multimedia omitido>,3-1-20
32667,20:28,Laura,Chicos mañana x mi cumple tomaremos algo en torrijos nada especial sobre las 21 en q quiera ya sabe,3-1-20
32668,20:29,Pete,En que quiera,3-1-20
32669,20:29,Jorge,<Multimedia omitido>,3-1-20
32670,20:29,Jorge,En que quiera,3-1-20
32671,20:29,Alvarito,En que quiera,3-1-20
32672,20:29,Laura,El que,3-1-20
32673,20:29,Alvaro,Where who want,3-1-20
32674,20:30,Alvarito,£¥* #%} {]\\,3-1-20
32675,20:30,Alvaro,<Multimedia omitido>,3-1-20
32676,20:30,Pete,El que queira,3-1-20
32677,20:30,Alvarito,Laura,3-1-20
32678,20:30,Alvarito,Hemos quedado a las 2 en mi casa todos,3-1-20
32679,20:30,Pete,Gracias laulita,3-1-20
32680,20:30,Pete,A las 2 nos vemos,3-1-20
32681,20:30,Alvarito,<Multimedia omitido>,3-1-20
32682,20:30,Alvarito,<Multimedia omitido>,3-1-20
32683,20:30,Alvaro,<Multimedia omitido>,3-1-20
32684,20:30,Alvarito,<Multimedia omitido>,3-1-20
32685,20:42,Ivan,<Multimedia omitido>,3-1-20
32686,20:44,Ivan,En que quiera,3-1-20
32687,20:45,Pete,<Multimedia omitido>,3-1-20
32688,20:52,Laura,Me meo,3-1-20
32689,21:50,Alvarito,<Multimedia omitido>,3-1-20
32690,21:50,Alvarito,<Multimedia omitido>,3-1-20
32691,21:54,Pete,Señor papada!,3-1-20
32692,22:05,Alvarito,No se quien es,3-1-20
32693,23:41,Alvaro,<Multimedia omitido>,3-1-20
32694,23:41,Alvaro,<Multimedia omitido>,3-1-20
32695,23:55,Alvaro,<Multimedia omitido>,3-1-20
32696,23:59,Pete,Gracias,3-1-20
32697,23:59,Alvaro,<Multimedia omitido>,3-1-20
32698,0:02,Ivan,Pórtate bien que te castigo,4-1-20
32699,0:05,Ivan,😂🤣😂🤣🤣😂,4-1-20
32700,0:05,Alvaro,<Multimedia omitido>,4-1-20
32701,0:07,Ivan,<Multimedia omitido>,4-1-20
32702,0:07,Alvaro,😂😂😂😂😂😂😂,4-1-20
32703,0:07,Alvaro,Esto es oro mñn,4-1-20
32704,0:07,Ivan,<Multimedia omitido>,4-1-20
32705,0:09,Ivan,<Multimedia omitido>,4-1-20
32706,0:12,Ivan,😂🤣😂🤣😂😂🤣😂😂🤣😂,4-1-20
32707,0:14,Ivan,<Multimedia omitido>,4-1-20
32708,0:14,Ivan,Esta parte de Álvaro es increíble. Si no pone 300 caras no pone ninguna,4-1-20
32709,0:15,Ivan,<Multimedia omitido>,4-1-20
32710,0:15,Ivan,Qué tal la cena que tenías Álvaro,4-1-20
32711,0:15,Ivan,Y mañana?,4-1-20
32712,0:15,Ivan,Qué tal mañana,4-1-20
32713,0:15,Ivan,<Multimedia omitido>,4-1-20
32714,0:23,Alvaro,😆😆😆😆,4-1-20
32715,0:23,Alvaro,Se ha cancelao,4-1-20
32716,0:24,Alvaro,<Multimedia omitido>,4-1-20
32717,2:50,Pete,<Multimedia omitido>,4-1-20
32718,2:51,Pete,<Multimedia omitido>,4-1-20
32719,2:57,Pete,<Multimedia omitido>,4-1-20
32720,2:57,Pete,Hee sad,4-1-20
32721,5:08,Eku,<Multimedia omitido>,4-1-20
32722,10:00,Alvarito,Uuuuuu,4-1-20
32723,10:03,Alvarito,<Multimedia omitido>,4-1-20
32724,10:04,Eku,<Multimedia omitido>,4-1-20
32725,10:23,Ivan,<Multimedia omitido>,4-1-20
32726,10:35,Fonseca,Felicidades @34679167711 !!!,4-1-20
32727,10:36,Laura,Gracias!!!!,4-1-20
32728,10:42,Ivan,Muchas felicidades Laura!! Cada vez un poquito más cerca de los 30! Ya nos coges!,4-1-20
32729,10:43,Ivan,🎂🎊🎉🎂🎊🎉🎂🎊🎉🎂🎊🎉😊😊😊😊,4-1-20
32730,11:35,Jorge,<Multimedia omitido>,4-1-20
32731,11:35,Jorge,Laura felicidades!!!,4-1-20
32732,11:45,Alvarito,<Multimedia omitido>,4-1-20
32733,11:45,Antoñito,Felicidades laula!!,4-1-20
32734,11:47,Jorge,<Multimedia omitido>,4-1-20
32735,11:58,Alvarito,Jjjjj,4-1-20
32736,12:06,Ivan,Menos mal que habíais guardado esa comida en la nevera😂😂😂,4-1-20
32737,12:08,Jorge,Así no se pone mala,4-1-20
32738,12:15,Juli,McRata y a 13 grados es la conservación perfecta,4-1-20
32739,12:41,Jorge,<Multimedia omitido>,4-1-20
32740,12:42,Alvaro,<Multimedia omitido>,4-1-20
32741,12:42,Alvaro,Er prrrrooooerrroon,4-1-20
32742,12:42,Alvaro,<Multimedia omitido>,4-1-20
32743,12:42,Alvaro,<Multimedia omitido>,4-1-20
32744,12:43,Alvaro,Empiezan a salir las delicias,4-1-20
32745,12:43,Alvaro,<Multimedia omitido>,4-1-20
32746,12:46,Jorge,<Multimedia omitido>,4-1-20
32747,12:48,Jorge,<Multimedia omitido>,4-1-20
32748,12:48,Ivan,Que envidia de zapatillas. Casi me compro unas el otro día,4-1-20
32749,12:50,Jorge,Valen cada euro que cuestan,4-1-20
32750,12:50,Ivan,YA LO CREO,4-1-20
32751,13:11,Jorge,Cómo le va a gustar a Antoñito la historia del bar de al lado de malaba jajajajaja,4-1-20
32752,13:11,Ivan,De dónde coño sacaste eso,4-1-20
32753,13:11,Jorge,No recordaba ni la foto jajaja,4-1-20
32754,13:11,Jorge,<Multimedia omitido>,4-1-20
32755,13:21,Alvarito,Jajajajjaaj,4-1-20
32756,13:21,Alvarito,Le va a encantar,4-1-20
32757,13:21,Alvarito,Jajajajaj,4-1-20
32758,13:27,Jorge,<Multimedia omitido>,4-1-20
32759,13:27,Jorge,<Multimedia omitido>,4-1-20
32760,13:27,Jorge,<Multimedia omitido>,4-1-20
32761,13:34,Marlena,Pete ya está echando la primera potita,4-1-20
32762,13:36,Jorge,Biennnn,4-1-20
32763,13:42,Alvaro,Jajajaja,4-1-20
32764,13:42,Alvaro,Yo dejé una en la calle Fuencarral,4-1-20
32765,13:44,Pete,Ostia pillasteis macca?,4-1-20
32766,13:44,Pete,Jajaja papito parece el muñeco ese de los estadios q es toh largo inflable q se mueve pa tohs laos,4-1-20
32767,13:45,Pete,Adiuu no me acordaba de esa mierda,4-1-20
32768,13:45,Pete,Joder nos bebimos a dios,4-1-20
32769,13:45,Pete,Wtf? Jajaja,4-1-20
32770,13:46,Pete,No cuentes cosas,4-1-20
32771,13:46,Pete,"Joder que pedo más maravilloso, la pota merece la pena",4-1-20
32772,13:47,Pete,Y nos echaron de un garito x culpa de Antoñito,4-1-20
32773,13:47,Pete,Jamás te lo perdonaré,4-1-20
32774,13:47,Pete,Vete a buscarla,4-1-20
32775,13:47,Pete,Tío lo peor la.mierda esa de la jarra q te dio x pedir,4-1-20
32776,13:47,Pete,Era dulce y me recordaba a mi adolescencia,4-1-20
32777,13:47,Jorge,Jajajaja,4-1-20
32778,13:47,Jorge,Creo que nos bebimos 3,4-1-20
32779,13:48,Jorge,<Multimedia omitido>,4-1-20
32780,13:48,Pete,Crees bien si,4-1-20
32781,13:50,Jorge,Se suspende salir,4-1-20
32782,13:51,Pete,Un año lo menos,4-1-20
32783,13:51,Pete,Madre mía q mocazo no sé ni cómo llegue,4-1-20
32784,13:51,Jorge,Viene bien un pedo así,4-1-20
32785,13:51,Jorge,De ese modo no sales más y eres buen chico,4-1-20
32786,13:51,Pete,Creo q un my taxi de esos,4-1-20
32787,13:51,Jorge,En un tiempo,4-1-20
32788,13:51,Pete,Y me dijo ale ya está pagado y apunto de pagarle.otra vez estuve,4-1-20
32789,13:51,Jorge,Nosotros volvimos en uber con uno que tenía una follamiga filipina,4-1-20
32790,13:51,Jorge,Y le regale una hamburguesa de un euro,4-1-20
32791,13:51,Pete,Jajajaja,4-1-20
32792,13:52,Pete,Ostia un macca hubiera sido ya la ostia,4-1-20
32793,13:52,Pete,Yo dnd os deje?,4-1-20
32794,13:52,Pete,Y Alvarito hizo bomba de humo,4-1-20
32795,13:52,Jorge,En bilbao,4-1-20
32796,13:52,Jorge,Y nos metimos a la cjozita sueca,4-1-20
32797,13:52,Jorge,Y nos bebimos otras 2 coronitas jajajaj,4-1-20
32798,13:52,Pete,Eso q es,4-1-20
32799,13:52,Jorge,O desperados perdon,4-1-20
32800,13:52,Pete,Coño q maricon soy,4-1-20
32801,13:52,Jorge,No veas el moco,4-1-20
32802,13:52,Pete,No sé xq me fui entonces no era yo,4-1-20
32803,13:52,Jorge,Llegamos a casa pegando gritos,4-1-20
32804,13:53,Pete,Jajaja,4-1-20
32805,13:53,Jorge,Y dejamos el suelo lleno de patatas fritas,4-1-20
32806,13:53,Pete,Yo desperté a la shurle con hipo de borracho jjaja,4-1-20
32807,13:53,Jorge,Me dormí con sudadera y la calefacción puesta y me he despertado malísimo de resaca y sudando como un pollo,4-1-20
32808,13:53,Jorge,Ahora estoy viendo mi españita,4-1-20
32809,13:53,Jorge,<Multimedia omitido>,4-1-20
32810,13:54,Pete,Yeps e ioh,4-1-20
32811,13:54,Pete,Bebiendo agua,4-1-20
32812,13:54,Jorge,Q guapo el músico friki céltico,4-1-20
32813,13:54,Pete,Oh si,4-1-20
32814,13:54,Jorge,Ostia tuvo de todo el día fue maravilloso,4-1-20
32815,13:54,Pete,Q buen royo,4-1-20
32816,13:55,Jorge,Menos mal que no me dio por ligar se me hubiera jodido la noche,4-1-20
32817,13:55,Jorge,Aunque le di la chapa a dos gallegas que currabsn en primark,4-1-20
32818,13:55,Jorge,Y le dije a unos niños de 18 años que estudiarán lo que les apasionanara,4-1-20
32819,13:55,Jorge,Que yo era desarrollador web desde playas paradisíacas de alrededor del mundo,4-1-20
32820,13:55,Jorge,Jajajaj,4-1-20
32821,13:56,Jorge,También le dije a unos amables venezolanos que tenía 40 años,4-1-20
32822,14:08,Alvaro,😆😆😆😆😆,4-1-20
32823,14:08,Alvaro,Y q he perdido el jersey,4-1-20
32824,14:08,Alvaro,Mejor porq de los porrones se llenó de azúcar,4-1-20
32825,14:09,Alvaro,Y había q lavarlo,4-1-20
32826,14:22,Pete,Jajaj,4-1-20
32827,14:22,Pete,Íbamos con lamparones de esa mierda,4-1-20
32828,14:22,Pete,Joder q asco coño,4-1-20
32829,14:22,Pete,Q ostias llevaba eso?,4-1-20
32830,14:22,Jorge,Intuyo una cagada impresionante,4-1-20
32831,14:22,Jorge,Tequila y algo de melocotón,4-1-20
32832,14:22,Jorge,Putas ideas de papipeurt,4-1-20
32833,14:22,Jorge,Uhhh pero uhhhh,4-1-20
32834,14:23,Pete,Hdp,4-1-20
32835,14:23,Pete,Q asco ioder,4-1-20
32836,14:23,Pete,Yo a ver si no poto los macarrones,4-1-20
32837,14:23,Jorge,Toda la noche tirando nos pedos super olorosos jajajaja,4-1-20
32838,14:25,Pete,Yo no sé ni como no me he cargado encima,4-1-20
32839,14:41,Alvaro,😂😂😂😂😂😂,4-1-20
32840,14:46,Jorge,<Multimedia omitido>,4-1-20
32841,14:49,Pete,Joder Abascal que bien,4-1-20
32842,14:50,Pete,Dando hasta al de teruel,4-1-20
32843,14:50,Jorge,Sisi al cabezon,4-1-20
32844,14:58,Alvaro,Puto sanchez q asco da,4-1-20
32845,14:59,Jorge,<Multimedia omitido>,4-1-20
32846,15:08,Jorge,<Multimedia omitido>,4-1-20
32847,15:28,Alvaro,<Multimedia omitido>,4-1-20
32848,15:35,Jorge,@34680290628 tengo resaca,4-1-20
32849,15:36,Juli,Un buen guisito de patatas con carne os levantaba el cuerpo,4-1-20
32850,15:36,Juli,<Multimedia omitido>,4-1-20
32851,15:39,Jorge,<Multimedia omitido>,4-1-20
32852,15:40,Jorge,delicious,4-1-20
32853,15:54,Ivan,Me estoy partiendo la polla leyendo todo. Que bien que fantástico,4-1-20
32854,15:57,Jorge,Aquí pretendi hacer un alcoholímetro😂,4-1-20
32855,15:58,Pete,Felicidades laula a todo esto,4-1-20
32856,16:07,Alvaro,<Multimedia omitido>,4-1-20
32857,16:09,Pete,Tienes q poner acento de chonazo getsfense,4-1-20
32858,16:15,Eku,😂😂😂,4-1-20
32859,16:32,Ivan,😂🤣😂,4-1-20
32860,16:34,Jorge,<Multimedia omitido>,4-1-20
32861,16:56,Pete,Alvarito esta vivo?,4-1-20
32862,16:57,Pete,Q tal la comida?,4-1-20
32863,16:57,Pete,Habrá potao?,4-1-20
32864,16:57,Alvaro,Yo estoy a ver si remonto,4-1-20
32865,16:57,Pete,Yo me baje al perro,4-1-20
32866,16:57,Pete,Q me dé el airecillo,4-1-20
32867,17:01,Alvaro,<Multimedia omitido>,4-1-20
32868,17:01,Alvaro,Empieza la remontada,4-1-20
32869,17:04,Jorge,Voy a pedir uno a glovo,4-1-20
32870,17:05,Alvaro,Y su Coca-Colita zero de la vida,4-1-20
32871,17:05,Alvaro,Viiiidaaaaa,4-1-20
32872,17:08,Jose,Papitooooooo,4-1-20
32873,17:08,Jose,Nos ha faltado tu gol,4-1-20
32874,17:28,Alvaro,<Multimedia omitido>,4-1-20
32875,17:29,Jose,Jajajaja se veía venir ayer,4-1-20
32876,17:44,Alvarito,Ojooooo,4-1-20
32877,17:44,Alvarito,Que llevo 4 cervezas ya,4-1-20
32878,17:44,Alvarito,No me arranco con cubatas,4-1-20
32879,17:45,Alvarito,Bua me pire como un piojo no se ni como en cuanto vi que papito estaba pidiendo la segunda,4-1-20
32880,17:45,Alvarito,Y subo a un taxi y le tuve q decir q parara en manuelbecerra,4-1-20
32881,17:45,Alvarito,Y de ahi a casa volando y llegue y por supuesto pote na mas llegar,4-1-20
32882,17:46,Alvarito,Hoy por la mañana 15 amagos de pota hasta q he bajado a la farmacia a por primperam pero eh que seguia pedo y no se px me he comprado condones,4-1-20
32883,17:46,Alvarito,Si no uso de eso!,4-1-20
32884,17:46,Alvarito,<Multimedia omitido>,4-1-20
32885,17:46,Pete,Jajjajajaajajjss,4-1-20
32886,17:46,Alvarito,Pero ya voy chispa otra vez,4-1-20
32887,17:47,Alvarito,Vamos al bar de antoñito a hacerle una pintada,4-1-20
32888,17:47,Alvarito,Al hijo puta ese,4-1-20
32889,17:48,Alvaro,Jajajaja,4-1-20
32890,17:49,Pete,Jorge estaba indignado y juro no volver al malaba nunca mas,4-1-20
32891,17:49,Pete,Q era un cliente fijo,4-1-20
32892,17:49,Pete,Puto bale,4-1-20
32893,17:49,Pete,No mete una,4-1-20
32894,17:49,Alvaro,"Jajajaja la frase ""Antoñitoooooo ponme una cerveza"" va camino de quedarse como frase del año y solo llevamos 4 dias de 2020",4-1-20
32895,17:49,Pete,Que borde,4-1-20
32896,17:50,Pete,Y q mal olían los rojos esos del garito ese q fuimos luego,4-1-20
32897,17:50,Pete,El camarero echándoles encima ambientador y no se daban x aludidos,4-1-20
32898,17:50,Alvaro,Oh,4-1-20
32899,17:50,Alvaro,Pero mal,4-1-20
32900,17:50,Alvaro,😂😂😂😂😂😂,4-1-20
32901,17:55,Alvaro,<Multimedia omitido>,4-1-20
32902,17:56,Alvaro,Remontado,4-1-20
32903,18:43,Alvarito,Jajajaja,4-1-20
32904,18:48,Alvaro,<Multimedia omitido>,4-1-20
32905,18:49,Alvarito,Noooo,4-1-20
32906,18:49,Alvarito,Y el 1-1,4-1-20
32907,18:49,Alvarito,Poco se habla,4-1-20
32908,18:50,Alvaro,No me suena,4-1-20
32909,18:51,Alvaro,<Multimedia omitido>,4-1-20
32910,19:36,Jorge,Jajajaja brutal e insultantemente divertido,4-1-20
32911,19:37,Jorge,JAJAJAJA,4-1-20
32912,19:45,Jorge,Antoñito ponme una cerveza,4-1-20
32913,19:46,Alvaro,Hay q repetir lo de ayer,4-1-20
32914,19:46,Jorge,Si pero en 2021,4-1-20
32915,19:46,Alvaro,Una vez al mes,4-1-20
32916,19:46,Jorge,Una polla,4-1-20
32917,19:46,Alvaro,En febrero otra,4-1-20
32918,19:46,Jorge,Morimos,4-1-20
32919,19:46,Jorge,<Multimedia omitido>,4-1-20
32920,19:46,Alvaro,<Multimedia omitido>,4-1-20
32921,19:47,Alvaro,Jajajaja he visto los pagos de la tarjeta,4-1-20
32922,19:47,Alvaro,Estuvimos minimo en 10 sitios distintos,4-1-20
32923,19:47,Jorge,No mires eso muchacho,4-1-20
32924,19:48,Jorge,Alatriste,4-1-20
32935,19:48,Jorge,Creo que ese es el listado oficial,4-1-20
32936,19:49,Alvaro,Alatriste,4-1-20
32947,19:49,Alvaro,Ah me faltaba el karaoke y el primer irlandés,4-1-20
32948,19:49,Alvaro,😆😆😆,4-1-20
32949,19:50,Jorge,Yo me he dejado el McDonald's,4-1-20
32950,19:50,Jorge,<Multimedia omitido>,4-1-20
32951,19:55,Alvaro,Jajajaja esta no la habia visto,4-1-20
32952,19:56,Alvaro,Luego visionare esto nuevamente,4-1-20
32953,19:56,Alvaro,Con calma,4-1-20
32954,20:09,Alvarito,Vaya chispa,4-1-20
32955,20:13,Alvarito,<Multimedia omitido>,4-1-20
32956,20:14,Pete,Jsjajajaa gracias,4-1-20
32957,20:14,Pete,Jaja joder como nos cundió,4-1-20
32958,20:14,Jorge,Jajajaja,4-1-20
32959,20:15,Jorge,La mejor caca nunca,4-1-20
32960,20:15,Alvarito,Nunca,4-1-20
32961,20:15,Marlena,Habeis potado todos menos Jorge?,4-1-20
32962,20:15,Jorge,<Multimedia omitido>,4-1-20
32963,20:15,Jorge,Q asco me da ese,4-1-20
32964,20:15,Alvarito,Yo si claro,4-1-20
